price,lot_size,waterfront,age,land_value,new_construct,central_air,living_area,pct_college,bedrooms,fireplaces,bathrooms,rooms,test,living_area_log,land_value_log,price_log,fuel_type_Gas,fuel_type_Oil,heat_type_Hot Air,heat_type_Hot Water,sewer_type_Private,sewer_type_Public
104000,0.09,0,19,17600,0,0,1480,64,3,1,1.5,5,0,7.299797366758161,9.775654181026242,11.55214617812351,False,False,False,False,False,True
221000,0.52,0,14,37300,0,1,2096,64,4,1,2.5,8,1,7.647786045440933,10.526748605631907,12.30591798049989,True,False,True,False,False,True
260000,1.0,0,8,40200,0,1,2324,64,4,0,2.5,7,0,7.751045117971802,10.601622274607113,12.468436909997665,True,False,True,False,False,True
182500,0.5,0,29,29000,0,0,2079,64,4,1,2.5,7,1,7.639642287858013,10.275051108968611,12.114505452004684,True,False,False,True,False,True
196000,0.43,0,33,31400,0,1,1911,64,4,1,1.5,10,1,7.555381944240273,10.354563171896345,12.185869938212655,True,False,True,False,False,True
132000,0.09,0,18,17600,0,1,1480,64,3,1,1.5,7,0,7.299797366758161,9.775654181026242,11.790557201568507,True,False,True,False,False,True
224900,0.11,0,25,32900,0,0,2208,64,4,1,2.5,10,0,7.699842407396986,10.401227936753463,12.323411137947407,True,False,False,True,True,False
199900,0.24,0,9,28000,0,0,1462,64,3,0,2.5,7,0,7.2875606403097235,10.239959789157341,12.205572520488492,True,False,True,False,False,True
165835,0.39,0,38,29600,0,0,1794,64,4,1,1.5,10,0,7.492203042618741,10.295529640312152,12.018748597113428,True,False,True,False,True,False
189000,0.8,0,38,35500,0,0,1886,64,4,1,2.5,9,0,7.542213463193403,10.477287975463508,12.14950229404178,True,False,False,True,False,True
89900,0.19,0,19,13300,0,0,1080,64,3,0,1.5,7,0,6.984716320118266,9.495519314209846,11.406453220459712,False,False,False,False,False,True
235000,0.59,0,34,31700,0,1,2576,64,5,1,3.0,11,0,7.853993087224244,10.364071959865372,12.367340793126296,True,False,False,True,False,True
166000,0.48,0,26,31200,0,0,1508,64,4,1,1.5,5,1,7.318539548567902,10.348173373797573,12.01974306733868,True,False,False,True,False,True
153100,0.46,0,35,32700,0,0,1672,64,4,1,1.0,5,0,7.421775793644647,10.395130356885344,11.938846581645775,True,False,True,False,False,True
162000,0.4,0,35,30000,0,1,1739,64,4,1,1.5,9,1,7.461065514354283,10.308952660644293,11.99535161421452,True,False,True,False,False,True
224000,0.52,0,40,29600,0,0,3074,64,7,1,2.5,12,0,8.03073492409854,10.295529640312152,12.319401330837177,True,False,False,True,True,False
222400,0.86,0,3,35600,0,0,1976,64,3,1,2.5,8,0,7.588829878307813,10.480100916840122,12.312232841358565,True,False,True,False,True,False
199000,0.46,0,37,27400,0,0,2302,64,4,1,2.5,8,0,7.741533589281828,10.218298292376161,12.201060103706629,True,False,False,True,False,True
166000,0.95,0,13,9500,0,1,1480,51,3,1,2.0,4,0,7.299797366758161,9.159047077588632,12.01974306733868,True,False,True,False,True,False
149900,0.63,0,11,17900,0,0,960,54,2,0,2.0,5,0,6.866933284461882,9.792555991828847,11.917723684090689,True,False,False,True,False,True
152000,0.42,0,16,17400,0,0,1582,36,3,0,1.5,8,1,7.366445148327599,9.764225485202621,11.931635799828413,False,False,False,False,True,False
162500,0.34,0,154,11900,0,0,1600,54,4,0,1.0,7,0,7.3777589082278725,9.38429367909962,11.998433280751929,False,True,True,False,False,True
274900,0.5,0,5,4000,0,0,2320,54,4,0,2.5,9,0,7.749322464660356,8.294049640102028,12.524162674153336,True,False,True,False,False,True
100000,0.2,0,14,7200,0,0,1034,54,2,0,1.5,5,0,6.9411900550683745,8.881836305004146,11.512925464970229,True,False,False,True,False,True
215000,2.96,0,19,11000,0,0,1488,57,3,0,1.5,8,0,7.305188215393037,9.305650551780507,12.2783933071098,False,False,False,False,True,False
124000,1.0,0,17,3500,0,0,1056,57,3,0,1.0,8,0,6.962243464266207,8.160518247477505,11.728036844587175,False,False,False,False,True,False
125000,1.0,0,128,16200,0,0,864,57,3,0,1.0,6,0,6.761572768804055,9.692766521220475,11.736069016284437,False,True,True,False,True,False
138000,1.0,0,19,17600,0,0,1552,57,3,1,2.0,4,0,7.347299700743164,9.775654181026242,11.835008964139341,False,False,False,False,True,False
225000,0.52,0,11,18200,0,0,1816,57,3,1,1.5,6,0,7.504391559161238,9.809176873064887,12.323855681186558,True,False,True,False,False,True
180000,0.48,0,20,12500,0,1,1530,57,3,1,2.0,6,0,7.333023014386481,9.433483923290392,12.100712129872347,True,False,True,False,True,False
189900,0.33,0,14,11900,0,1,1756,54,4,0,2.0,8,1,7.470793774195062,9.38429367909962,12.154252896800378,True,False,True,False,False,True
435000,1.0,0,25,25000,0,0,4211,57,5,2,3.5,12,1,8.345455428161928,10.126631103850338,12.983101310070822,True,False,False,True,True,False
120000,2.6,0,10,20200,0,0,2206,57,3,1,2.5,7,1,7.698936199813447,9.913437883389296,11.695247021764184,False,True,True,False,True,False
163000,0.15,1,64,36000,0,0,1092,36,2,0,1.0,6,0,6.9957661563048505,10.491274217438248,12.0015054797889,False,True,True,False,False,True
131000,2.8,0,114,28300,0,0,1594,36,7,0,1.0,10,0,7.374001859350161,10.25061708363133,11.782952602183288,False,True,False,True,True,False
126500,0.08,0,15,2100,0,0,1480,54,3,1,2.5,8,0,7.299797366758161,7.649692623711514,11.747997587149712,True,False,True,False,False,True
122500,0.14,0,15,3200,0,1,1480,54,3,1,1.5,4,0,7.299797366758161,8.070906088787819,11.715866308966918,True,False,True,False,False,True
425000,0.46,0,88,19700,0,1,3003,57,4,1,3.5,12,1,8.00736706798333,9.88837391472608,12.959844447906553,True,False,True,False,True,False
225000,0.63,0,54,9500,0,0,2164,57,2,0,1.5,7,0,7.679713639966372,9.159047077588632,12.323855681186558,False,True,False,True,True,False
209000,3.8,0,19,14400,0,0,1519,57,2,0,1.0,3,0,7.325807502595773,9.574983485564092,12.250089530946948,False,True,False,True,True,False
189100,0.46,0,15,15700,0,1,1604,57,3,1,2.5,4,1,7.38025578842646,9.6614159913364,12.15003125464655,False,True,True,False,True,False
285000,0.98,0,25,15900,0,0,1400,57,3,1,2.0,5,0,7.24422751560335,9.674074388208323,12.560244459250788,False,False,False,False,True,False
266600,1.0,0,12,20300,0,0,1752,57,4,0,1.0,7,1,7.468513271496337,9.918376165029878,12.493504686726745,True,False,True,False,True,False
80000,1.0,0,32,20300,0,0,880,57,2,0,1.5,6,1,6.779921907472252,9.918376165029878,11.289781913656018,False,False,False,False,True,False
225000,6.07,0,14,25700,0,0,1240,57,3,0,2.0,5,0,7.122866658599083,10.154246270883311,12.323855681186558,False,True,True,False,True,False
159000,0.03,0,17,18800,0,0,1514,36,3,1,1.5,8,1,7.322510433997394,9.84161214881804,11.976659481202368,True,False,True,False,True,False
119900,0.18,0,2,15000,0,1,840,36,1,0,1.0,6,1,6.733401891837359,9.615805480084347,11.694413341015606,True,False,True,False,False,True
130900,0.11,0,1,15000,0,1,840,36,2,0,1.0,3,0,6.733401891837359,9.615805480084347,11.782188951897991,True,False,True,False,False,True
194670,0.28,0,124,7400,0,0,2592,36,4,0,1.5,12,0,7.860185057472165,8.909235279192261,12.179061096283323,True,False,True,False,False,True
72000,0.18,0,121,7300,0,0,1010,36,3,0,1.0,7,1,6.917705609835305,8.895629627136483,11.184421397998193,True,False,True,False,False,True
144700,0.16,0,2,15000,0,0,1380,36,3,0,1.5,6,0,7.22983877815125,9.615805480084347,11.882417912619575,True,False,True,False,False,True
139500,0.15,0,3,15000,0,1,1366,36,3,0,1.5,8,0,7.2196420401307355,9.615805480084347,11.845819880243557,True,False,True,False,False,True
319000,0.5,1,5,40200,0,1,1681,57,3,1,2.5,4,0,7.427144133408616,10.601622274607113,12.672946381766982,True,False,True,False,False,True
348000,3.68,0,14,27200,0,0,2037,36,3,1,2.0,9,0,7.619233416226805,10.210972252284089,12.759957758756611,False,True,False,True,True,False
189900,0.98,0,16,11200,0,0,2570,36,3,0,1.5,10,0,7.851661177889265,9.323669057283185,12.154252896800378,False,True,False,True,True,False
20000,0.52,0,59,8000,0,0,936,20,2,0,1.0,4,1,6.841615476477592,8.987196820661973,9.903487552536127,False,True,True,False,True,False
60000,0.01,0,13,1200,0,0,960,41,2,0,1.5,7,1,6.866933284461882,7.090076835776092,11.002099841204238,True,False,False,True,False,True
179500,0.91,0,11,3200,0,0,1352,30,3,1,1.5,5,0,7.20934025660291,8.070906088787819,12.097930486910471,False,True,True,False,True,False
133300,0.34,0,118,6200,0,0,1060,41,4,0,1.0,8,0,6.966024187106113,8.732304571033183,11.800357506166801,True,False,False,True,False,True
153000,2.06,0,6,40100,0,0,1508,30,3,0,2.0,5,0,7.318539548567902,10.599131613294661,11.938193200374572,False,True,True,False,True,False
111900,0.35,0,54,19600,0,0,1272,60,4,1,1.5,9,0,7.148345743900068,9.883284845218608,11.625360894300016,False,True,True,False,True,False
187000,0.47,0,18,18800,0,0,2389,27,6,0,3.0,11,0,7.77863014732581,9.84161214881804,12.138863895836725,False,True,False,True,True,False
158500,0.7,0,17,28800,0,0,1210,60,2,1,1.0,4,1,7.098375638590786,10.268130666124037,11.973509872299472,True,False,True,False,True,False
153000,0.39,0,52,21800,0,0,1230,60,3,1,1.0,6,0,7.114769448366463,9.98966524877718,11.938193200374572,False,True,True,False,True,False
190000,0.52,0,47,28100,0,0,1832,60,4,1,2.0,8,1,7.513163545234075,10.243524855321837,12.154779351142624,False,True,True,False,True,False
242000,1.27,0,27,34200,0,0,1854,60,3,1,1.5,8,0,7.5251007461258,10.439980923050696,12.396693005138824,False,True,False,True,True,False
234500,2.0,0,164,40000,0,0,2268,60,3,0,2.5,10,1,7.7266536648476425,10.596634733096073,12.365210866868471,False,True,True,False,True,False
225000,0.68,0,29,28700,0,0,1807,60,3,1,1.5,8,1,7.499423290592229,10.264652401747712,12.323855681186558,False,True,True,False,True,False
165000,0.38,0,48,21300,0,0,1272,60,4,1,1.5,5,0,7.148345743900068,9.966462351697517,12.013700752882718,True,False,True,False,True,False
129900,0.28,0,12,4800,0,1,1560,47,3,1,1.0,8,0,7.352441100243583,8.476371196895983,11.77452020265869,True,False,True,False,False,True
315000,0.07,0,15,200,0,1,1863,47,3,1,3.5,7,1,7.529943370601589,5.298317366548036,12.66032791780777,True,False,True,False,False,True
129900,0.24,1,64,1400,0,0,1120,47,2,0,1.0,3,0,7.02108396428914,7.24422751560335,11.77452020265869,False,True,True,False,True,False
257000,0.26,0,15,700,0,1,1832,47,2,1,2.5,8,0,7.513163545234075,6.551080335043404,12.456831363877356,True,False,True,False,False,True
324000,3.64,0,0,7400,0,1,2092,47,4,1,2.5,8,0,7.645875825184813,8.909235279192261,12.688498794774466,False,True,True,False,False,True
520000,0.41,0,13,3100,0,0,2702,47,3,1,2.5,11,0,7.9017475185201445,8.039157390473237,13.16158409055761,False,True,True,False,False,True
150414,0.46,0,32,5800,0,0,1040,47,3,1,1.5,5,1,6.946975992135418,8.66561319653451,11.92114677127211,False,True,False,True,False,True
290000,0.15,0,13,400,0,1,1758,47,2,1,2.5,6,1,7.471932078245122,5.991464547107982,12.577636201962656,True,False,True,False,False,True
112000,0.16,0,116,6800,0,0,2326,27,3,0,2.0,7,0,7.75190533307861,8.824677891164198,11.626254150277232,False,True,True,False,False,True
185000,1.0,0,13,13700,0,0,2340,27,3,0,1.5,8,1,7.757906208351747,9.525151111816216,12.128111104060462,False,False,False,False,True,False
295000,2.61,0,1,15700,0,0,2058,27,3,1,2.5,9,0,7.629489916393995,9.6614159913364,12.594730635321957,False,True,False,True,True,False
290000,1.0,1,33,21700,0,0,944,27,1,1,1.0,4,0,6.8501261661455,9.98506753952855,12.577636201962656,False,True,True,False,True,False
79900,0.19,0,44,9100,0,0,640,20,2,0,1.0,6,0,6.461468176353717,9.116029692504942,11.288531131754366,False,False,False,False,True,False
256000,0.83,0,6,14700,0,1,2353,60,4,1,2.5,8,0,7.763446388727362,9.595602772766828,12.4529327234617,True,False,True,False,True,False
245000,1.0,0,7,17800,0,0,2038,54,4,1,2.5,7,0,7.61972421378267,9.786953736280177,12.409013489526863,True,False,False,True,True,False
140000,0.42,0,32,18500,0,1,1469,60,4,0,1.5,9,0,7.292337176173877,9.825526011066415,11.84939770159144,True,False,True,False,True,False
272000,0.87,0,10,41100,0,0,2219,63,3,1,2.0,10,1,7.704811922932594,10.623763400484325,12.513557345278134,True,False,True,False,False,True
164000,0.68,0,16,19900,0,0,1774,54,4,0,2.0,7,0,7.480992162869525,9.898475010712584,12.007621706806335,True,False,True,False,False,True
182500,0.38,0,51,14600,0,1,1296,60,4,1,2.0,9,0,7.16703787691222,9.588776807696428,12.114505452004684,False,True,True,False,True,False
219900,1.1,0,124,20100,0,0,2289,60,4,1,1.5,9,0,7.735870319952567,9.908475094047168,12.300928176542852,False,True,False,True,True,False
325000,0.8,0,134,18100,0,0,2463,60,5,2,2.5,12,0,7.809135398120538,9.803667217253917,12.691580461311874,True,False,True,False,True,False
352000,0.95,0,2,49200,0,1,3126,54,4,0,2.5,12,0,8.047509510981422,10.803648902480399,12.771386454580234,False,True,True,False,True,False
315000,4.1,0,15,26600,0,0,2550,54,3,0,2.5,7,0,7.843848638152472,10.188666494769791,12.66032791780777,False,True,False,True,True,False
154000,0.34,0,49,13100,0,1,1182,60,2,0,1.0,6,1,7.074963197966044,9.480367509189243,11.944707881395766,False,True,True,False,True,False
199000,0.09,0,48,15800,0,1,1890,60,4,1,2.0,7,0,7.5443321080536885,9.667765219015058,12.201060103706629,False,True,True,False,True,False
202000,1.0,0,12,500,0,0,1944,36,3,1,2.5,7,0,7.572502985020384,6.214608098422191,12.216022976383341,False,True,True,False,False,False
292000,0.57,0,6,15000,0,0,2815,57,4,1,2.5,10,0,7.942717540573791,9.615805480084347,12.584509081250419,True,False,True,False,False,True
116600,1.0,0,11,34900,0,0,1040,57,3,1,2.0,7,0,6.946975992135418,10.460242108190519,11.666504552898529,False,False,False,False,True,False
155000,0.48,0,25,14400,0,0,1638,57,4,0,2.0,5,0,7.401231264413015,9.574983485564092,11.951180395901384,False,True,True,False,True,False
215000,0.14,0,13,21100,0,0,2206,57,4,1,2.5,9,1,7.698936199813447,9.957028319464158,12.2783933071098,True,False,True,False,True,False
373490,0.19,0,0,74800,1,0,3170,57,4,1,3.5,12,0,8.061486866871327,11.222573163962569,12.830646509434873,True,False,True,False,False,True
259142,0.5,0,0,74800,1,1,2328,57,4,1,2.5,10,0,7.752764808851328,11.222573163962569,12.465131452988938,True,False,True,False,False,True
293565,0.35,0,0,74800,1,0,2737,57,4,1,3.0,8,1,7.914617709040679,11.222573163962569,12.589854358807179,True,False,True,False,False,True
285558,0.21,0,0,32000,1,0,2879,54,4,0,3.0,8,1,7.965198290612176,10.373491181781864,12.562200439809828,True,False,True,False,False,True
273960,3.47,0,1,20300,1,1,2158,54,3,1,2.0,10,1,7.67693714581808,9.918376165029878,12.520737389311842,True,False,True,False,True,False
185000,0.55,0,11,19300,0,1,1336,57,3,1,2.0,7,0,7.197435354096591,9.867860374892977,12.128111104060462,True,False,True,False,False,True
190000,0.53,0,4,4200,0,0,1594,54,3,0,2.5,6,0,7.374001859350161,8.34283980427146,12.154779351142624,True,False,True,False,False,True
171000,0.54,0,11,18900,0,1,1603,57,3,0,1.5,4,0,7.3796321526095525,9.846917201047734,12.049418835484797,True,False,True,False,False,True
208000,0.54,0,11,18900,0,1,2190,57,4,0,2.5,11,0,7.691656822810547,9.846917201047734,12.245293358683455,True,False,True,False,False,True
168000,0.32,0,10,10700,0,1,1478,54,3,1,2.5,5,0,7.298445101508147,9.277999020449997,12.031719258385396,True,False,True,False,False,True
165000,0.25,0,10,8400,0,1,1348,54,2,0,2.0,7,0,7.206377291472252,9.035986984831405,12.013700752882718,True,False,True,False,False,True
138500,0.32,0,36,8000,0,1,1558,54,3,1,1.0,6,0,7.351158226430694,8.987196820661973,11.83862560460953,True,False,True,False,True,False
179900,0.5,0,13,18300,0,0,1574,54,3,1,1.5,7,1,7.3613754289773485,9.814656338829513,12.100156419938624,True,False,True,False,False,True
180000,0.04,0,13,16500,0,1,1612,54,4,0,2.0,7,0,7.385230923066573,9.711115659888671,12.100712129872347,True,False,True,False,False,True
112000,0.21,0,129,7300,0,0,1216,54,3,0,1.0,7,0,7.103322062526113,8.895629627136483,11.626254150277232,True,False,False,True,False,True
152000,0.17,0,124,6000,0,1,2256,54,4,0,1.5,8,0,7.721348612617949,8.699514748210191,11.931635799828413,True,False,True,False,False,True
100000,0.51,0,28,15000,0,0,1170,54,3,1,1.5,4,0,7.064759027791802,9.615805480084347,11.512925464970229,False,True,True,False,True,False
154000,0.17,0,29,4600,0,0,1456,57,3,0,2.0,6,0,7.283448228756631,8.433811582477187,11.944707881395766,False,True,True,False,False,True
133000,0.11,0,29,3900,0,0,1320,57,3,0,3.0,5,0,7.1853870155804165,8.268731832117737,11.79810440720389,False,False,False,False,False,True
285000,0.14,0,14,20700,0,1,2076,57,4,1,2.5,10,1,7.638198244285779,9.93788897925346,12.560244459250788,True,False,True,False,True,False
138000,1.0,0,22,16800,0,0,1326,57,3,0,2.0,5,0,7.189922170745808,9.72913416539135,11.835008964139341,False,False,False,False,True,False
303000,0.18,0,20,20900,0,0,2240,57,4,1,2.5,10,0,7.7142311448490855,9.947504437952903,12.621488084491506,False,False,False,False,True,False
250000,1.29,0,19,21600,0,1,2100,57,4,1,3.0,7,1,7.649692623711514,9.980448593672257,12.429216196844383,True,False,True,False,True,False
167500,1.0,0,27,8300,0,0,1129,38,2,0,1.0,7,1,7.029087564149662,9.02401079378469,12.028738630247258,False,True,True,False,True,False
190000,0.6,0,19,16000,0,1,2296,57,4,1,2.5,7,0,7.738923757439457,9.680344001221918,12.154779351142624,True,False,True,False,True,False
182500,0.46,0,20,13800,0,0,1475,57,3,1,2.0,8,0,7.29641326877392,9.532423871145296,12.114505452004684,True,False,True,False,True,False
107000,1.03,0,20,20100,0,0,1268,57,3,1,1.0,6,1,7.145196134997171,9.908475094047168,11.580584113444043,True,False,True,False,True,False
195000,0.47,0,15,14100,0,0,1816,57,3,1,2.0,7,1,7.504391559161238,9.55393007636626,12.180754837545884,True,False,True,False,True,False
169000,0.5,0,30,15000,0,0,1632,57,4,1,2.5,8,0,7.397561535524052,9.615805480084347,12.037653993905211,True,False,False,True,True,False
156000,0.26,0,11,8700,0,0,1254,54,2,0,1.5,5,0,7.134093721192866,9.071078304642676,11.957611286231675,True,False,True,False,False,True
120000,0.49,0,30,64400,0,0,1272,57,3,0,1.0,4,1,7.148345743900068,11.072868912092446,11.695247021764184,True,False,True,False,False,True
170000,0.28,0,29,80800,0,1,1604,57,4,0,1.5,6,0,7.38025578842646,11.299732244509187,12.043553716032399,True,False,True,False,False,True
249835,0.52,0,0,77000,0,1,2474,57,4,1,2.5,11,0,7.813591552952433,11.251560700835821,12.428555978948504,True,False,True,False,False,True
188095,0.15,0,0,36000,0,1,2057,57,3,1,2.5,9,0,7.6290038896529575,10.491274217438248,12.144702433330295,True,False,True,False,False,True
176450,0.05,0,6,32000,0,1,1852,57,3,0,2.5,8,0,7.524021415206125,10.373491181781864,12.080792829103416,False,False,False,False,False,True
322277,0.09,0,1,51400,0,1,2242,57,3,0,3.0,8,0,7.715123603632105,10.847393451443256,12.683166703172121,True,False,True,False,False,True
149000,0.49,0,32,64400,0,0,1564,57,4,1,1.5,9,0,7.355001921105257,11.072868912092446,11.911701584927597,True,False,True,False,False,True
95000,0.19,0,24,39200,0,0,960,57,3,0,1.0,6,0,6.866933284461882,10.576432025778553,11.461632170582678,False,False,False,False,True,False
198500,0.1,0,63,85000,0,1,1680,57,2,0,2.5,7,1,7.426549072397305,11.350406535472453,12.198544379109382,True,False,True,False,False,True
185000,0.03,0,3,27000,0,1,1428,57,2,1,2.5,6,0,7.2640301428995295,10.203592144986466,12.128111104060462,True,False,True,False,False,True
168900,0.16,0,0,36800,0,1,1672,57,3,0,2.5,7,0,7.421775793644647,10.513253124157023,12.037062102795892,True,False,True,False,False,True
220000,0.28,0,29,80800,0,1,2284,57,3,1,1.5,6,0,7.7336835707759,11.299732244509187,12.301382825334498,True,False,True,False,False,True
129900,0.32,0,31,54200,0,1,1286,57,3,1,1.0,4,0,7.1592919047975645,10.900436187427738,11.77452020265869,True,False,True,False,False,True
167000,0.23,0,53,73000,0,0,1250,57,3,0,1.0,4,0,7.1308988302963465,11.198214720130528,12.025749091398891,True,False,False,True,False,True
330000,0.12,0,113,51300,0,0,1896,57,4,0,1.5,8,0,7.547501682814967,10.845446031158861,12.706847933442663,False,True,False,True,False,True
336000,0.15,0,1,61000,0,1,2592,57,3,0,3.0,10,1,7.860185057472165,11.018629143155449,12.724866438945341,True,False,True,False,False,True
512971,0.01,0,0,12500,0,1,1904,57,2,1,2.0,8,0,7.55171221535131,9.433483923290392,13.147974592340589,True,False,True,False,False,True
229000,0.29,0,3,46400,0,1,1680,57,3,0,2.0,6,0,7.426549072397305,10.745054738214346,12.341477282536376,True,False,True,False,False,True
145000,0.16,0,38,54900,0,0,1152,57,2,1,1.0,7,0,7.049254841255837,10.913268627497622,11.884489021402711,True,False,True,False,False,True
103000,0.07,0,16,46600,0,1,1290,57,3,1,1.5,5,0,7.162397497355718,10.749355820113736,11.542484267211773,False,False,False,False,False,True
210000,0.17,0,93,55800,0,0,2396,57,4,1,1.5,11,1,7.78155595923534,10.929529148369403,12.254862809699606,True,False,True,False,False,True
559000,0.24,0,55,255000,0,1,3090,57,4,2,4.0,12,0,8.035926369891792,12.449018824140563,13.233904752137237,True,False,False,True,False,True
218000,0.21,0,142,107000,0,0,1428,57,3,0,1.0,8,0,7.2640301428995295,11.580584113444043,12.292250341771226,False,True,False,True,False,True
262138,0.15,0,0,114000,0,1,1631,57,3,1,2.5,4,0,7.396948602621014,11.643953727376633,12.476626361633484,True,False,True,False,False,True
125000,0.24,0,33,49100,0,0,1368,57,3,0,1.0,7,0,7.221105098182496,10.801614313782611,11.736069016284437,True,False,True,False,False,True
130000,0.16,0,36,54900,0,0,1134,57,3,0,1.0,4,0,7.033506484287697,10.913268627497622,11.77528972943772,True,False,True,False,False,True
157500,0.3,0,27,84600,0,1,1697,57,3,1,1.5,6,1,7.436617265234227,11.345689545594315,11.967180737247824,True,False,True,False,False,True
193000,0.3,0,6,47000,0,1,1666,57,3,1,2.5,4,0,7.418180822726788,10.757902880692196,12.170445467887022,True,False,True,False,False,True
275000,0.12,0,78,89000,0,1,1738,57,4,1,2.5,6,0,7.460490305825338,11.396391648714276,12.524526376648708,False,True,False,True,False,True
240000,0.15,0,103,210000,0,0,1457,57,2,0,1.5,7,0,7.284134806195205,12.254862809699606,12.388394202324129,True,False,False,True,False,True
200136,0.15,0,0,54000,0,1,1632,57,3,1,2.5,7,0,7.397561535524052,10.896739325546411,12.20675241443493,True,False,True,False,False,True
395000,1.4,0,12,128500,0,1,2186,57,3,0,2.5,6,0,7.689828668736484,11.763684183317412,12.886641043883259,True,False,True,False,False,False
366703,0.15,0,0,95000,0,1,2117,57,3,1,2.5,6,1,7.6577552711348655,11.461632170582678,12.8123075351004,False,False,True,False,False,True
103150,0.25,0,32,50000,0,0,936,57,3,1,1.0,8,0,6.841615476477592,10.819778284410283,11.543939518499398,True,False,True,False,False,True
310000,0.17,0,169,220000,0,0,3347,57,6,2,2.5,12,0,8.115819701211327,12.301382825334498,12.644327576461329,True,False,False,True,False,True
142900,0.36,0,32,50600,0,1,1824,57,4,1,2.5,10,0,7.508787170634276,10.831706855275558,11.869900363917958,True,False,True,False,False,True
359770,0.16,0,1,62600,0,1,2592,57,3,0,3.0,8,0,7.860185057472165,11.04452055708819,12.79322021736693,True,False,True,False,False,True
126000,0.68,0,64,84200,0,0,1080,57,2,0,1.0,7,1,6.984716320118266,11.340950200230418,11.744037185933616,False,True,True,False,True,False
760000,1.22,0,2,194700,0,1,3148,57,5,0,3.5,12,1,8.054522609537294,12.17921519136029,13.541073712262515,True,False,True,False,True,False
282500,0.25,0,150,115000,0,0,2128,57,3,1,1.5,8,1,7.662937850461535,11.652687407345388,12.551433829568632,True,False,False,True,False,True
132000,0.06,0,18,28800,0,0,1616,57,3,0,1.5,8,1,7.38770923908104,10.268130666124037,11.790557201568507,True,False,True,False,False,True
325000,0.23,0,5,73800,0,1,3313,57,4,1,2.5,12,0,8.105609402299896,11.209114010588564,12.691580461311874,True,False,True,False,False,True
207000,0.48,0,25,57800,0,0,2327,57,3,1,1.5,10,0,7.752335163302292,10.96474405466047,12.240474072247506,True,False,False,True,False,True
155000,0.24,0,32,49100,0,1,1640,57,4,1,1.5,7,0,7.402451520818244,10.801614313782611,11.951180395901384,True,False,True,False,False,True
330000,0.12,0,73,89000,0,0,1421,57,3,0,1.5,5,0,7.259116128097101,11.396391648714276,12.706847933442663,True,False,False,True,False,True
101760,0.15,0,103,54000,0,0,1280,57,2,1,1.0,3,0,7.154615356913663,10.896739325546411,11.530372378573949,True,False,False,True,False,True
496000,0.34,0,3,82400,0,1,3467,57,4,1,2.5,11,0,8.151044945685024,11.319340715897564,13.114331205707064,True,False,True,False,False,True
185000,0.11,0,83,87000,0,0,1250,57,3,0,1.5,5,1,7.1308988302963465,11.37366339763672,12.128111104060462,True,False,False,True,False,True
125000,0.25,0,33,50000,0,0,1368,57,3,0,1.0,5,1,7.221105098182496,10.819778284410283,11.736069016284437,True,False,True,False,False,True
286000,0.13,0,1,110200,0,0,1396,57,3,0,2.5,8,0,7.241366283322318,11.610052175700952,12.56374708980199,True,False,True,False,False,True
269000,0.04,0,15,36000,0,1,2004,57,3,1,2.5,8,0,7.602900462204755,10.491274217438248,12.502466658583977,True,False,True,False,False,True
303374,0.12,0,1,56200,0,1,2242,57,3,0,3.0,6,1,7.715123603632105,10.936672035881783,12.622721646772955,True,False,True,False,False,True
371165,0.39,0,0,85400,0,0,2786,57,4,1,2.5,8,0,7.932362154339751,11.355101379776661,12.824401986655612,True,False,True,False,False,True
287600,0.07,0,0,48200,0,1,2242,57,3,0,2.5,6,0,7.715123603632105,10.783114300038692,12.569325904829029,True,False,True,False,False,True
131000,0.34,0,33,55400,0,0,1404,57,3,0,1.0,6,1,7.247080584585756,10.922334872735375,11.782952602183288,True,False,True,False,False,True
187000,1.0,0,25,98500,0,1,1600,57,3,1,1.5,7,0,7.3777589082278725,11.49781182716018,12.138863895836725,True,False,True,False,True,False
169000,0.04,0,103,36000,0,0,1408,57,2,0,1.0,3,0,7.249925536717988,10.491274217438248,12.037653993905211,True,False,True,False,False,True
133500,0.21,0,37,59400,0,0,972,57,3,0,1.0,8,0,6.879355804460439,10.992049505350737,11.801856756822442,True,False,True,False,False,True
620000,1.06,0,14,125100,0,1,4856,57,5,2,4.0,12,0,8.487970332739334,11.736868696455003,13.337474757021274,False,True,True,False,True,False
549254,0.25,0,0,63000,0,1,2885,57,3,1,2.5,11,0,7.9672801789422,11.05089000537367,13.216316272878508,True,False,True,False,False,True
280000,0.09,0,82,83000,0,0,1560,57,2,0,1.0,6,0,7.352441100243583,11.326595886778735,12.542544882151386,True,False,True,False,False,True
135000,0.26,0,33,50600,0,0,1472,57,3,0,1.0,8,0,7.294377299288821,10.831706855275558,11.813030057420567,True,False,True,False,False,True
195388,0.14,0,0,35200,0,1,2124,57,3,1,2.5,10,0,7.66105638236183,10.468801361586188,12.18274260421779,True,False,True,False,False,True
337020,0.15,0,1,114000,0,1,2162,57,3,1,2.5,7,0,7.6787889981991535,11.643953727376633,12.727897554754533,True,False,True,False,False,True
330850,0.46,0,0,89600,0,0,2515,57,4,1,2.5,8,0,7.83002808253384,11.403110598963021,12.709420379440205,True,False,True,False,False,True
248495,0.63,0,0,98500,0,1,2294,57,4,1,2.5,11,0,7.738052297689316,11.49781182716018,12.42317800359205,True,False,True,False,False,True
